error,pos,correction,error phrase,correct phrase,num of this error-correction phrase occur,num of this error-correction pair occur,collocation,category of collocation,total num of error time this error-correction pairs fall into this collocation category,unique num of error-correction pairs fall into this collocation category,total num of error occur,error_collocation,correction_collocation
catch,VERB,have,catch car,have car,2,13,car,Vehicles and Transport on Land,4,2,232,5,303
contain,VERB,include,contain time,include time,2,55,time,Music and Related Activities,5,4,102,0,60
say,VERB,give,say student,give student,2,31,student,misc-ap-0,3,2,838,0,164
say,VERB,give,say speech,give speech,2,31,speech,"Communicating, mainly by Speaking and Talking",12,4,838,1,410
let,VERB,leave,let time,leave time,2,58,time,Music and Related Activities,3,2,397,3,83
contain,VERB,include,contain insurance,include insurance,2,55,insurance,Commerce,5,3,102,0,55
contain,VERB,include,contain advertising,include advertising,2,55,advertising,Communication and Information,4,3,102,6,38
rally,NOUN,really,rally like,really like,2,32,like,Feeling and Behavior Generally,6,4,32,2,38
rally,NOUN,really,rally good,really good,2,32,good,Good and Evil,6,3,32,0,293
very,ADV,really,very hurt,really hurt,2,2225,hurt,"Cutting, Joining, Breaking, and Destroying",4,3,2791,1,11
watch,VERB,see,watch cloud,see cloud,2,522,cloud,Weather and Temperature,6,4,641,2,39
leafs,NOUN,leave,leafs many,leave many,2,33,many,"Size, Importance, and Availability",3,2,33,0,61
make,VERB,do,make cleaning,do cleaning,2,1073,cleaning,misc-ap-0,140,74,4016,0,12
say,VERB,tell,say parent,tell parent,2,361,parent,People,25,10,838,0,125
very,ADV,really,very terrific,really terrific,2,2225,terrific,"Size, Importance, and Availability",96,3,2791,0,12
say,VERB,tell,say woman,tell woman,2,361,woman,People,25,10,838,0,140
catch,VERB,achieve,catch victory,achieve victory,2,6,victory,Sports and Games Generally,3,2,232,0,52
rapidly,ADV,quickly,rapidly get,quickly get,2,22,get,"Belonging and Owning, Getting and Giving",6,5,31,0,103
lie,VERB,live,lie virus,live virus,2,7,virus,Living Creatures Generally,3,2,18,1,18
rapidly,ADV,quickly,rapidly become,quickly become,2,22,become,"Being, Becoming, and Happening",4,2,31,0,30
watch,VERB,see,watch tear,see tear,2,522,tear,"Moving, Coming, and going",6,4,641,1,12
let,VERB,make,let fact,make fact,2,244,fact,misc-ap-0,14,12,397,0,30
let,VERB,make,let redemption,make redemption,2,244,redemption,misc-ap-0,14,12,397,0,12
let,VERB,make,let appearance,make appearance,2,244,appearance,"Moving, Coming, and going",5,4,397,0,560
watch,VERB,see,watch moment,see moment,2,522,moment,Time Generally,3,2,641,0,17
lean,VERB,learn,lean history,learn history,2,410,history,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",8,7,426,0,20
say,VERB,give,say opinion,give opinion,2,31,opinion,"Thinking, Judging and Remembering-",11,3,838,0,80
make,VERB,give,make impression,give impression,2,337,impression,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",10,7,4016,1,259
make,VERB,give,make paper,give paper,2,337,paper,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",10,7,4016,1,16
cost,NOUN,spend,cost people,spend people,2,24,people,People,3,2,102,2,26
cook,NOUN,make,cook lunch,make lunch,2,9,lunch,Food Generally,3,2,49,1,27
make,VERB,do,make picture,do picture,2,1073,picture,Communication and Information,12,7,4016,1,18
make,VERB,do,make program,do program,2,1073,program,Communication and Information,12,7,4016,2,73
say,VERB,give,say explanation,give explanation,2,31,explanation,"Communicating, mainly by Speaking and Talking",12,4,838,0,130
less,ADV,few,less day,few day,2,283,day,Periods of Time and their Measurement,10,5,335,0,110
find,VERB,make,find acquaintance,make acquaintance,2,195,acquaintance,Friendship and Enmity,183,2,463,0,16
rally,NOUN,really,rally want,really want,2,32,want,Feeling and Behavior Generally,6,4,32,0,103
case,NOUN,cause,case disease,cause disease,2,12,disease,"Bodily Conditions Relating to Health, Sickness, and Disability",4,2,29,0,185
let,VERB,make,let story,make story,2,244,story,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",5,4,397,0,74
very,ADV,really,very believe,really believe,2,2225,believe,"Thinking, Judging and Remembering-",30,5,2791,0,34
make,VERB,give,make present,give present,2,337,present,Communication and Information,9,7,4016,0,23
too,ADV,very,too exciting,very exciting,2,259,exciting,"Relaxation, Excitement, Interest, and Surprise",18,5,915,1,118
heavy,ADJ,hard,heavy job,hard job,2,80,job,"Business, Work, and Employment",9,3,105,0,19
well,ADV,good,well solution,good solution,2,410,solution,"Thinking, Judging and Remembering-",5,4,744,1,32
woody,NOUN,wooden,woody table,wooden table,2,4,table,Parts of Houses,5,3,4,0,27
take,VERB,have,take inspection,have inspection,2,607,inspection,"Showing, Hiding, Finding, Saving, and Similar Words",32,6,2016,3,15
own,ADJ,have,own people,have people,2,53,people,People,8,7,79,0,1287
explain,VERB,describe,explain group,describe group,2,25,group,Mathematics,3,2,87,4,23
get,VERB,have,get chat,have chat,2,941,chat,"Communicating, mainly by Speaking and Talking",38,15,3029,0,16
tell,VERB,express,tell gratitude,express gratitude,2,45,gratitude,Happiness and Sadness,3,2,725,0,62
get,VERB,have,get flu,have flu,2,941,flu,Diseases and Ailments,13,6,3029,8,26
get,VERB,make,get fortune,make fortune,2,273,fortune,"Possibility, Chance, and Necessity",3,2,3029,5,195
get,VERB,have,get communication,have communication,2,941,communication,Communication and Information,14,8,3029,5,51
also,ADV,too,also love,too love,2,63,love,Linking and Not Linking,4,2,109,0,28
get,VERB,have,get shoulder,have shoulder,2,941,shoulder,Body Overall,17,9,3029,2,35
participate,VERB,attract,participate people,attract people,2,3,people,Social Organization in Group and Places,4,3,60,0,231
get,VERB,take,get place,take place,2,60,place,Places,4,3,3029,0,35
get,VERB,have,get nightmare,have nightmare,2,941,nightmare,Bodily States and Associated Activities,40,8,3029,0,77
also,ADV,too,also eat,too eat,2,63,eat,Food Generally,7,2,109,2,41
work,NOUN,operate,work bus,operate bus,2,11,bus,Vehicles and Transport on Land,11,2,469,0,25
explain,VERB,tell,explain brother,tell brother,2,17,brother,People,17,3,87,0,32
teach,VERB,give,teach recommendation,give recommendation,2,5,recommendation,"Communicating, mainly by Speaking and Talking",3,2,161,0,20
get,VERB,have,get shortage,have shortage,2,941,shortage,"Size, Importance, and Availability",10,5,3029,0,90
get,VERB,have,get stroke,have stroke,2,941,stroke,"Bodily Conditions Relating to Health, Sickness, and Disability",75,11,3029,0,55
take,VERB,do,take activity,do activity,2,131,activity,Doing Things,5,3,2016,0,42
own,ADJ,have,own power,have power,2,53,power,Mathematics,6,4,79,0,1556
own,ADJ,have,own degree,have degree,2,53,degree,Mathematics,6,4,79,0,251
much,ADV,great,much number,great number,2,45,number,Mathematics,3,2,1235,0,331
tasteful,ADJ,tasty,tasteful food,tasty food,2,13,food,Food Generally,6,4,14,0,13
take,VERB,have,take ceremony,have ceremony,2,607,ceremony,misc-ap-0,101,32,2016,0,19
extremely,ADV,really,extremely want,really want,2,18,want,Feeling and Behavior Generally,5,3,43,0,103
much,ADV,very,much regrettable,very regrettable,2,164,regrettable,misc-ap-0,40,27,1235,0,13
extremely,ADV,really,extremely like,really like,2,18,like,Linking and Not Linking,13,3,43,0,38
get,VERB,have,get failure,have failure,2,941,failure,misc-ap-0,94,61,3029,0,54
teach,VERB,tell,teach place,tell place,2,57,place,Places,8,4,161,0,20
get,VERB,have,get son,have son,2,941,son,People,55,14,3029,0,396
much,ADV,very,much stressful,very stressful,2,164,stressful,misc-ap-0,40,27,1235,0,14
get,VERB,have,get career,have career,2,941,career,"Moving, Coming, and going",6,5,3029,9,229
tell,VERB,teach,tell language,teach language,2,17,language,misc-ap-0,6,2,725,0,17
get,VERB,have,get schedule,have schedule,2,941,schedule,Time Generally,68,9,3029,9,85
take,VERB,get,take glass,get glass,2,497,glass,"Equipment, Machines, and Instruments",23,7,2016,8,29
take,VERB,get,take gas,get gas,2,497,gas,Substances and MaterialsGenerally,6,4,2016,0,22
surely,ADV,really,surely good,really good,2,11,good,Knowing and Learning,3,2,65,0,293
surely,ADV,soon,surely get,soon get,2,4,get,"Belonging and Owning, Getting and Giving",3,2,65,0,44
get,VERB,make,get acquaintance,make acquaintance,2,273,acquaintance,Friendship and Enmity,133,3,3029,0,16
more early,ADV,early,more early leave,early leave,2,31,leave,"Moving, Coming, and going",16,4,33,0,107
electrical,ADJ,electric,electrical stove,electric stove,2,2,stove,"Equipment, Machines, and Instruments",3,2,7,0,13
such,ADJ,so,such familiar,so familiar,2,28,familiar,"General, Usual, Unusual, etc",3,2,42,0,22
pass,VERB,spend,pass child,spend child,2,62,child,People,6,4,295,4,16
elder,VERB,old,elder sister,old sister,2,33,sister,People,10,7,33,8,39
give,VERB,do,give cleaning,do cleaning,2,48,cleaning,misc-ap-0,19,5,633,0,12
thus,ADV,so,thus lose,so lose,2,36,lose,"Warfare, Defense, and the Army",4,2,38,0,12
give,VERB,have,give chance,have chance,2,81,chance,"Being, Becoming, and Happening",8,5,633,1,2833
either,ADV,too,either laugh,too laugh,2,83,laugh,Action of the Face related to Feelings,5,2,89,0,11
such,ADJ,other,such stuff,other stuff,2,3,stuff,"Putting and Taking, Pulling and Pushing",3,2,42,0,58
as well,ADV,either,as well like,either like,2,100,like,Feeling and Behavior Generally,5,4,124,0,38
more,ADV,well,more handle,well handle,2,55,handle,Commerce,4,3,402,4,69
take,VERB,get,take seat,get seat,2,497,seat,Vehicles and Transport on Land,23,11,2016,2,108
moreover,ADV,also,moreover enjoy,also enjoy,2,17,enjoy,Feeling and Behavior Generally,6,2,30,0,11
as well,ADV,either,as well get,either get,2,100,get,Knowing and Learning,11,7,124,0,49
much,ADV,very,much charming,very charming,2,164,charming,misc-ap-0,40,27,1235,0,15
become,VERB,get,become daughter,get daughter,2,127,daughter,People,4,3,786,0,14
amazing,ADJ,outstanding,amazing performance,outstanding performance,2,2,performance,Music and Related Activities,3,2,68,0,35
particular,ADJ,special,particular power,special power,2,23,power,Specific Substance and Materials,3,2,41,0,53
much,ADV,very,much limited,very limited,2,164,limited,misc-ap-0,40,27,1235,0,170
appear,VERB,show,appear part,show part,2,6,part,"Drama, the Theatre, and Show Business",3,2,50,0,18
pass,VERB,previous,pass day,previous day,2,3,day,Periods of Time and their Measurement,3,2,295,3,505
get,VERB,have,get boyfriend,have boyfriend,2,941,boyfriend,"Courting, Sex, and Marriage",18,9,3029,4,34
get,VERB,have,get loss,have loss,2,941,loss,"Warfare, Defense, and the Army",12,6,3029,0,2855
take,VERB,have,take relationship,have relationship,2,607,relationship,"Cutting, Joining, Breaking, and Destroying",5,3,2016,0,784
enter,VERB,join,enter family,join family,2,162,family,Living Creatures Generally,3,2,727,3,42
enter,VERB,attend,enter people,attend people,2,280,people,People,6,4,727,0,12
enter,VERB,join,enter community,join community,2,162,community,Social Organization in Group and Places,24,7,727,0,30
archive,NOUN,achieve,archive goal,achieve goal,2,5,goal,"Rightness, Fairness, Purpose, Use, & Strength",3,2,9,0,531
most,ADV,main,most interest,main interest,2,19,interest,Linking and Not Linking,3,2,118,2,37
take,VERB,get,take care,get care,2,497,care,"Showing, Hiding, Finding, Saving, and Similar Words",27,7,2016,1,64
talk,VERB,tell,talk man,tell man,2,77,man,Social Classification and Situation,4,3,446,3,99
people,NOUN,individual,people more,individual more,2,138,more,"Size, Importance, and Availability",21,5,544,7,33
fresh,ADJ,new,fresh word,new word,2,19,word,Language,3,2,25,0,56
old,ADJ,elderly,old people,elderly people,2,9,people,People,3,2,53,2,334
take,VERB,eat,take meat,eat meat,2,17,meat,Food,3,2,2016,0,67
achieve,VERB,do,achieve work,do work,2,10,work,"Business, Work, and Employment",5,3,53,3,2367
act,VERB,play,act kind,play kind,2,61,kind,"Being, Becoming, and Happening",6,3,90,0,41
feel,VERB,have,feel class,have class,2,63,class,Social Classification and Situation,3,2,236,0,102
act,VERB,play,act father,play father,2,61,father,People,8,5,90,0,50
fit,ADJ,right,fit word,right word,2,16,word,Communication and Information,5,2,165,3,49
fit,ADJ,meet,fit demand,meet demand,2,8,demand,Causing,3,2,165,0,994
follow,VERB,attend,follow class,attend class,2,6,class,"Being, Becoming, and Happening",5,2,37,5,219
forever,ADV,again,forever meet,again meet,2,9,meet,"Moving, Coming, and going",3,2,34,0,414
forever,ADV,again,forever happen,again happen,2,9,happen,"Being, Becoming, and Happening",3,2,34,0,452
take,VERB,make,take note,make note,2,158,note,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",4,2,2016,2,87
once,ADV,all,once have,all have,2,2,have,Causing,3,2,7,0,311
take,VERB,use,take people,use people,2,17,people,People,4,3,2016,1,76
forth,ADV,fourth,forth year,fourth year,2,103,year,Periods of Time and their Measurement,15,2,105,0,139
few,ADJ,little,few research,little research,2,160,research,"Showing, Hiding, Finding, Saving, and Similar Words",3,2,219,0,23
achieve,VERB,do,achieve job,do job,2,10,job,"Business, Work, and Employment",5,3,53,0,3471
take,VERB,get,take exercise,get exercise,2,497,exercise,Sports and Games Generally,90,8,2016,3,45
offer,VERB,provide,offer range,provide range,2,6,range,"Belonging and Owning, Getting and Giving",4,2,79,1,51
obtain,VERB,have,obtain sense,have sense,2,5,sense,Feeling and Behavior Generally,3,2,50,0,472
find,VERB,have,find goal,have goal,2,49,goal,"Rightness, Fairness, Purpose, Use, & Strength",4,2,463,6,529
fill,VERB,meet,fill requirement,meet requirement,2,5,requirement,Feeling and Behavior Generally,4,2,61,0,848
take,VERB,have,take advantage,have advantage,2,607,advantage,"Possibility, Chance, and Necessity",8,4,2016,4,729
take,VERB,have,take power,have power,2,607,power,Mathematics,15,4,2016,1,1556
take,VERB,get,take scholarship,get scholarship,2,497,scholarship,misc-ap-0,79,37,2016,0,26
take,VERB,attend,take seminar,attend seminar,2,19,seminar,misc-ap-0,9,4,2016,0,81
need,VERB,require,need time,require time,2,106,time,Time Generally,3,2,229,1,59
take,VERB,have,take adventure,have adventure,2,607,adventure,"Being, Becoming, and Happening",15,8,2016,0,23
never,ADV,ever,never go,ever go,2,152,go,misc-ap-0,16,8,159,0,12
offer,VERB,provide,offer service,provide service,2,6,service,"Belonging and Owning, Getting and Giving",4,2,79,4,1716
take,VERB,catch,take train,catch train,2,19,train,Vehicles and Transport on Land,14,4,2016,1,15
take,VERB,have,take life,have life,2,607,life,Bodily States and Associated Activities,33,4,2016,1,563
finish,VERB,do,finish homework,do homework,2,21,homework,misc-ap-0,4,2,81,1,229
only,ADV,just,only imagine,just imagine,2,73,imagine,"Thinking, Judging and Remembering-",6,2,134,0,19
fresh,ADJ,new,fresh way,new way,2,19,way,Places,3,2,25,8,534
get,VERB,have,get pile,have pile,2,941,pile,"Equipment, Machines, and Instruments",16,10,3029,0,18
much,ADV,very,much excited,very excited,2,164,excited,"Relaxation, Excitement, Interest, and Surprise",22,8,1235,0,31
much,ADV,very,much hot,very hot,2,164,hot,Weather and Temperature,14,9,1235,7,96
get,VERB,have,get heart,have heart,2,941,heart,"The Trunk, Arms, and",10,7,3029,0,163
take,VERB,do,take homework,do homework,2,131,homework,misc-ap-0,16,11,2016,0,229
get,VERB,have,get regret,have regret,2,941,regret,Happiness and Sadness,65,5,3029,2,144
own,ADJ,have,own skill,have skill,2,53,skill,Knowing and Learning,3,2,79,0,240
take,VERB,do,take laundry,do laundry,2,131,laundry,misc-ap-0,16,11,2016,0,62
much,ADV,very,much concerned,very concerned,2,164,concerned,Happiness and Sadness,14,7,1235,9,259
get,VERB,become,get parent,become parent,2,121,parent,People,16,5,3029,0,67
get,VERB,improve,get health,improve health,2,30,health,"Bodily Conditions Relating to Health, Sickness, and Disability",3,2,3029,4,76
get,VERB,have,get challenge,have challenge,2,941,challenge,Sports and Games Generally,13,8,3029,0,60
talk,VERB,tell,talk lie,tell lie,2,77,lie,"Honesty, Loyalty, Trickery, and Deceit",9,2,446,0,75
get,VERB,have,get pattern,have pattern,2,941,pattern,Making things,5,4,3029,5,62
fan,NOUN,fun,fan much,fun much,2,22,much,"Size, Importance, and Availability",3,2,22,0,15
get,VERB,have,get patience,have patience,2,941,patience,"Relaxation, Excitement, Interest, and Surprise",8,4,3029,0,103
talk,VERB,tell,talk professor,tell professor,2,77,professor,misc-ap-0,4,3,446,2,11
take,VERB,get,take shot,get shot,2,497,shot,"Possibility, Chance, and Necessity",6,3,2016,1,300
far,ADV,away,far locate,away locate,2,52,locate,"Putting and Taking, Pulling and Pushing",5,3,165,8,14
talk,VERB,tell,talk parent,tell parent,2,77,parent,People,4,3,446,0,125
much,ADV,very,much useful,very useful,2,164,useful,"Rightness, Fairness, Purpose, Use, & Strength",12,9,1235,5,94
take,VERB,get,take photo,get photo,2,497,photo,"Recording Sound, Listening to the Radio, etc",3,2,2016,1,17
gain,VERB,get,gain license,get license,2,23,license,Law and Order Generally,3,2,88,0,175
gain,VERB,get,gain lot,get lot,2,23,lot,Places,3,2,88,0,796
take,VERB,do,take work,do work,2,131,work,Doing Things,5,3,2016,2,2367
